booking_id,customer_id,driver_id,city,pickup_datetime,vehicle_type,distance_km,fare,payment_method,booking_status,cancellation_reason
BK004746,CUST01384,DRV0115,Delhi,2025-03-13 03:15:10,Bike,3.8,60.23,Ola Money,Completed,
BK004747,CUST01072,DRV0272,Delhi,2025-05-14 07:55:13,Auto,4.3,76.97,Ola Money,Completed,
BK004748,CUST01595,DRV0261,Hyderabad,2025-11-25 18:38:28,Mini,4.2,64.21,UPI,Completed,
BK004749,CUST00979,DRV0072,Pune,2025-08-17 20:25:54,Sedan,13.2,0.0,,Cancelled by Customer,Price too high
BK004750,CUST01209,DRV0178,Bengaluru,2025-06-25 02:59:32,Sedan,3.2,0.0,,Cancelled by Customer,App issue
BK004751,CUST00266,DRV0222,Chennai,2025-02-21 22:06:20,Sedan,5.5,102.15,Cash,Completed,
BK004752,CUST01798,DRV0165,Chennai,2025-07-09 02:29:41,Prime SUV,2.8,67.8,Cash,Completed,
BK004753,CUST01558,DRV0316,Pune,2025-06-03 03:29:39,Mini,2.6,62.4,Credit Card,Completed,
BK004754,CUST01597,DRV0024,Bengaluru,2025-06-23 07:30:01,Sedan,1.3,48.37,Cash,Completed,
BK004755,CUST00734,DRV0313,Bengaluru,2025-11-14 19:42:55,Auto,4.6,56.74,Credit Card,Completed,
BK004756,CUST01341,DRV0204,Delhi,2025-09-22 23:27:02,Prime SUV,6.5,143.59,Cash,Completed,
BK004757,CUST01507,DRV0350,Delhi,2025-08-14 16:11:59,Prime SUV,6.5,146.53,Cash,Completed,
BK004758,CUST00973,DRV0208,Hyderabad,2025-10-26 01:20:10,Auto,3.5,55.94,Cash,Completed,
BK004759,CUST01050,DRV0150,Mumbai,2025-11-10 09:35:14,Sedan,8.1,142.86,Cash,Completed,
BK004760,CUST00676,DRV0067,Bengaluru,2025-04-24 15:43:31,Auto,1.5,39.61,UPI,Completed,
BK004761,CUST00046,DRV0057,Mumbai,2025-06-22 14:56:48,Prime SUV,12.2,265.82,Credit Card,Completed,
BK004762,CUST01334,DRV0246,Chennai,2025-01-02 21:11:58,Prime SUV,7.3,156.67,UPI,Completed,
BK004763,CUST00877,DRV0061,Hyderabad,2025-09-07 14:44:33,Prime SUV,2.9,93.5,Cash,Completed,
BK004764,CUST00255,DRV0129,Chennai,2025-02-27 12:35:21,Auto,5.3,64.02,Ola Money,Completed,
BK004765,CUST00313,DRV0294,Bengaluru,2025-03-05 01:51:18,Bike,1.2,37.12,Cash,Completed,
BK004766,CUST00478,DRV0272,Mumbai,2025-11-26 09:11:04,Auto,7.3,0.0,,Cancelled by Customer,Changed plans
BK004767,CUST01516,DRV0322,Mumbai,2025-11-11 09:34:09,Prime SUV,8.3,174.91,Cash,Completed,
BK004768,CUST01075,DRV0274,Hyderabad,2025-12-22 19:32:07,Mini,4.5,74.01,Cash,Completed,
BK004769,CUST01397,DRV0092,Mumbai,2025-08-28 18:13:19,Prime SUV,1.8,54.3,Credit Card,Completed,
BK004770,CUST00851,DRV0282,Mumbai,2025-06-25 09:50:37,Bike,1.5,38.44,Ola Money,Completed,
BK004771,CUST00884,DRV0200,Pune,2025-06-08 03:28:02,Sedan,7.0,119.81,Cash,Completed,
BK004772,CUST00962,DRV0025,Pune,2025-08-28 07:47:28,Auto,3.6,60.99,Credit Card,Completed,
BK004773,CUST01254,DRV0204,Bengaluru,2025-03-16 19:31:47,Prime SUV,4.6,108.4,Debit Card,Completed,
BK004774,CUST00728,DRV0229,Chennai,2025-01-10 21:11:33,Bike,9.7,0.0,,Cancelled by Customer,Price too high
BK004775,CUST01320,DRV0003,Mumbai,2025-11-03 10:58:26,Prime SUV,3.9,109.09,Debit Card,Completed,
BK004776,CUST00394,DRV0038,Chennai,2025-02-20 23:47:51,Bike,3.1,40.86,Debit Card,Completed,
BK004777,CUST00109,DRV0322,Pune,2025-05-15 22:52:02,Prime SUV,25.5,513.71,Ola Money,Completed,
BK004778,CUST01723,DRV0109,Delhi,2025-03-27 08:40:39,Auto,3.2,45.2,Cash,Completed,
BK004779,CUST00488,DRV0233,Pune,2025-08-16 00:04:06,Sedan,0.8,30.22,Cash,Completed,
BK004780,CUST00125,DRV0183,Pune,2025-07-25 21:35:12,Auto,9.5,125.41,UPI,Completed,
BK004781,CUST00821,DRV0297,Hyderabad,2025-05-11 17:56:19,Mini,8.4,122.48,Credit Card,Completed,
BK004782,CUST00359,DRV0330,Mumbai,2025-05-29 04:31:56,Mini,1.7,45.38,Debit Card,Completed,
BK004783,CUST00758,DRV0164,Pune,2025-06-24 01:31:10,Sedan,9.7,161.35,Cash,Completed,
BK004784,CUST01631,DRV0169,Pune,2025-07-10 14:39:06,Prime SUV,12.7,252.41,Credit Card,Completed,
BK004785,CUST00259,DRV0144,Chennai,2025-11-08 14:08:15,Bike,2.9,30.42,Cash,Completed,
BK004786,CUST01776,DRV0058,Chennai,2025-11-12 01:08:14,Auto,9.6,116.17,UPI,Completed,
BK004787,CUST01088,DRV0291,Mumbai,2025-08-13 01:17:02,Prime SUV,7.3,176.9,Cash,Completed,
BK004788,CUST00034,DRV0068,Delhi,2025-10-22 01:13:03,Sedan,5.8,105.87,Debit Card,Completed,
BK004789,CUST01495,DRV0022,Mumbai,2025-04-02 19:15:37,Bike,8.4,69.78,Ola Money,Completed,
BK004790,CUST01566,DRV0305,Pune,2025-12-27 05:40:59,Bike,10.6,0.0,,Cancelled by Customer,App issue
BK004791,CUST00185,DRV0065,Pune,2025-05-02 20:00:47,Bike,9.9,0.0,,Cancelled by Driver,Personal emergency
BK004792,CUST00984,DRV0059,Pune,2025-08-16 14:37:45,Auto,7.2,95.11,Credit Card,Completed,
BK004793,CUST01352,DRV0032,Pune,2025-08-08 17:43:26,Sedan,3.7,91.8,Cash,Completed,
BK004794,CUST00814,DRV0220,Hyderabad,2025-12-27 19:11:39,Bike,0.8,32.63,UPI,Completed,
BK004795,CUST01235,DRV0004,Pune,2025-08-21 04:39:48,Auto,3.0,40.99,Cash,Completed,
BK004796,CUST00344,DRV0202,Pune,2025-02-13 07:46:41,Prime SUV,10.4,214.51,UPI,Completed,
BK004797,CUST01288,DRV0074,Delhi,2025-04-10 22:17:08,Bike,11.8,81.02,UPI,Completed,
BK004798,CUST00486,DRV0054,Pune,2025-11-06 17:02:34,Bike,5.0,67.32,Ola Money,Completed,
BK004799,CUST00218,DRV0284,Hyderabad,2025-11-22 11:16:40,Auto,4.5,79.77,Ola Money,Completed,
BK004800,CUST00050,DRV0292,Bengaluru,2025-12-11 08:11:33,Sedan,1.9,46.01,Debit Card,Completed,
BK004801,CUST00269,DRV0256,Hyderabad,2025-07-31 16:04:45,Sedan,10.6,0.0,,Cancelled by Customer,Changed plans
BK004802,CUST00092,DRV0025,Pune,2025-09-24 00:48:49,Auto,1.5,29.38,UPI,Completed,
BK004803,CUST00103,DRV0292,Chennai,2025-12-07 01:52:36,Sedan,19.9,316.03,Credit Card,Completed,
BK004804,CUST00068,DRV0300,Pune,2025-07-06 22:53:49,Auto,2.6,46.51,Credit Card,Completed,
BK004805,CUST01657,DRV0085,Bengaluru,2025-07-19 00:55:01,Sedan,14.3,0.0,,No Driver Found,
BK004806,CUST00200,DRV0191,Hyderabad,2025-06-25 06:36:26,Prime SUV,7.9,188.56,Credit Card,Completed,
BK004807,CUST01574,DRV0075,Chennai,2025-08-30 21:31:42,Auto,4.9,82.48,UPI,Completed,
BK004808,CUST00707,DRV0183,Chennai,2025-03-14 18:26:38,Auto,4.3,74.62,Ola Money,Completed,
BK004809,CUST01635,DRV0043,Hyderabad,2025-10-26 03:46:30,Prime SUV,2.7,63.95,Credit Card,Completed,
BK004810,CUST01309,DRV0268,Bengaluru,2025-04-11 06:03:10,Prime SUV,11.0,221.27,Credit Card,Completed,
BK004811,CUST01366,DRV0015,Pune,2025-06-15 05:47:29,Bike,4.5,61.15,UPI,Completed,
BK004812,CUST01764,DRV0259,Bengaluru,2025-10-27 17:48:44,Prime SUV,2.9,88.79,Credit Card,Completed,
BK004813,CUST00243,DRV0280,Chennai,2025-06-20 22:31:33,Bike,3.5,56.95,Cash,Completed,
BK004814,CUST01048,DRV0227,Bengaluru,2025-08-20 09:36:56,Auto,3.1,56.78,Cash,Completed,
BK004815,CUST01347,DRV0184,Hyderabad,2025-12-25 07:49:10,Sedan,3.1,58.83,Cash,Completed,
BK004816,CUST01654,DRV0121,Hyderabad,2025-05-24 10:25:40,Sedan,9.1,165.14,UPI,Completed,
BK004817,CUST01340,DRV0148,Bengaluru,2025-12-19 19:22:52,Bike,6.6,69.57,Cash,Completed,
BK004818,CUST01434,DRV0267,Bengaluru,2025-02-13 07:47:07,Prime SUV,1.0,40.46,Debit Card,Completed,
BK004819,CUST00879,DRV0085,Chennai,2025-01-10 12:18:39,Sedan,4.0,70.33,Debit Card,Completed,
BK004820,CUST00389,DRV0284,Hyderabad,2025-02-21 21:35:40,Auto,13.8,0.0,,Cancelled by Customer,Price too high
BK004821,CUST01410,DRV0345,Chennai,2025-09-20 10:57:20,Auto,5.4,82.01,Cash,Completed,
BK004822,CUST00145,DRV0339,Chennai,2025-09-12 02:55:21,Sedan,3.0,59.81,Credit Card,Completed,
BK004823,CUST00357,DRV0256,Bengaluru,2025-01-15 02:42:44,Sedan,8.0,129.83,Credit Card,Completed,
BK004824,CUST01777,DRV0330,Pune,2025-05-05 11:47:00,Mini,0.8,26.81,UPI,Completed,
BK004825,CUST00339,DRV0174,Pune,2025-02-26 06:43:13,Sedan,2.5,58.29,Ola Money,Completed,
BK004826,CUST00095,DRV0062,Hyderabad,2025-01-06 07:07:17,Prime SUV,6.8,139.25,Ola Money,Completed,
BK004827,CUST00083,DRV0176,Pune,2025-05-30 17:03:55,Sedan,1.5,58.24,Debit Card,Completed,
BK004828,CUST00872,DRV0019,Delhi,2025-01-06 15:21:24,Auto,6.3,86.54,UPI,Completed,
BK004829,CUST00578,DRV0010,Pune,2025-10-06 08:38:15,Auto,11.0,132.26,Debit Card,Completed,
BK004830,CUST00571,DRV0158,Mumbai,2025-07-11 00:05:38,Sedan,6.3,112.7,UPI,Completed,
BK004831,CUST01149,DRV0016,Mumbai,2025-11-22 15:08:50,Auto,5.1,61.47,Credit Card,Completed,
BK004832,CUST00427,DRV0028,Bengaluru,2025-01-22 10:15:54,Prime SUV,6.8,0.0,,Cancelled by Customer,Price too high
BK004833,CUST00555,DRV0262,Pune,2025-10-15 01:47:45,Prime SUV,2.2,71.5,Ola Money,Completed,
BK004834,CUST00040,DRV0034,Chennai,2025-10-22 08:05:46,Sedan,6.0,0.0,,Cancelled by Customer,Driver took too long
BK004835,CUST00050,DRV0303,Bengaluru,2025-07-18 10:49:37,Mini,6.3,0.0,,Cancelled by Customer,Changed plans
BK004836,CUST01722,DRV0088,Mumbai,2025-11-11 15:38:02,Prime SUV,2.5,71.52,Debit Card,Completed,
BK004837,CUST01709,DRV0088,Mumbai,2025-02-12 14:36:36,Prime SUV,14.7,290.41,Credit Card,Completed,
BK004838,CUST00980,DRV0140,Bengaluru,2025-11-08 00:44:38,Prime SUV,3.1,0.0,,Cancelled by Driver,Customer not reachable
BK004839,CUST00294,DRV0291,Chennai,2025-10-17 17:42:52,Prime SUV,2.9,84.46,Credit Card,Completed,
BK004840,CUST01078,DRV0112,Hyderabad,2025-06-22 04:10:06,Bike,7.1,73.76,UPI,Completed,
BK004841,CUST01344,DRV0112,Delhi,2025-03-05 20:06:32,Bike,4.6,0.0,,Cancelled by Customer,App issue
BK004842,CUST00375,DRV0015,Pune,2025-10-21 03:38:06,Bike,8.7,0.0,,No Driver Found,
BK004843,CUST00447,DRV0338,Delhi,2025-03-14 21:06:06,Mini,0.8,0.0,,Cancelled by Driver,Personal emergency
BK004844,CUST01130,DRV0349,Mumbai,2025-05-22 06:22:37,Mini,19.0,222.54,Credit Card,Completed,
BK004845,CUST00866,DRV0131,Bengaluru,2025-02-04 21:47:08,Auto,2.8,0.0,,Cancelled by Driver,Long pickup distance
BK004846,CUST00150,DRV0020,Mumbai,2025-06-24 06:15:27,Auto,3.1,49.95,Credit Card,Completed,
BK004847,CUST00161,DRV0272,Mumbai,2025-02-27 15:25:01,Auto,6.2,0.0,,Cancelled by Driver,Customer not reachable
BK004848,CUST00087,DRV0140,Hyderabad,2025-10-09 18:34:12,Prime SUV,3.4,0.0,,Cancelled by Customer,App issue
BK004849,CUST01178,DRV0023,Chennai,2025-01-06 05:09:15,Sedan,4.9,0.0,,Cancelled by Driver,Long pickup distance
BK004850,CUST01635,DRV0269,Hyderabad,2025-04-12 13:24:01,Prime SUV,6.5,149.86,Cash,Completed,
BK004851,CUST01055,DRV0129,Pune,2025-04-09 22:37:48,Auto,9.0,110.16,Cash,Completed,
BK004852,CUST00261,DRV0103,Pune,2025-08-18 08:42:47,Mini,3.4,73.96,UPI,Completed,
BK004853,CUST01284,DRV0313,Hyderabad,2025-09-03 11:20:28,Auto,2.5,42.64,Debit Card,Completed,
BK004854,CUST00037,DRV0025,Chennai,2025-04-22 12:34:00,Auto,7.8,0.0,,Cancelled by Customer,Found alternate ride
BK004855,CUST00519,DRV0044,Mumbai,2025-06-05 01:42:51,Auto,1.5,50.72,Credit Card,Completed,
BK004856,CUST00418,DRV0292,Mumbai,2025-10-06 08:54:12,Sedan,6.0,99.68,Cash,Completed,
BK004857,CUST00131,DRV0168,Delhi,2025-09-20 23:06:42,Mini,3.8,69.29,Debit Card,Completed,
BK004858,CUST01307,DRV0244,Hyderabad,2025-01-07 08:01:47,Mini,2.9,52.07,Debit Card,Completed,
BK004859,CUST00209,DRV0108,Hyderabad,2025-08-21 03:38:22,Prime SUV,9.8,210.98,Ola Money,Completed,
BK004860,CUST01098,DRV0078,Pune,2025-12-25 00:58:36,Bike,7.5,60.77,Debit Card,Completed,
BK004861,CUST00953,DRV0179,Hyderabad,2025-08-20 02:04:28,Prime SUV,5.6,143.2,Credit Card,Completed,
BK004862,CUST00015,DRV0287,Delhi,2025-05-10 13:54:27,Prime SUV,2.1,50.04,Ola Money,Completed,
BK004863,CUST01650,DRV0268,Bengaluru,2025-05-10 19:41:32,Prime SUV,5.3,134.97,Debit Card,Completed,
BK004864,CUST01251,DRV0326,Hyderabad,2025-10-30 11:40:42,Sedan,1.7,40.07,Debit Card,Completed,
BK004865,CUST00351,DRV0068,Mumbai,2025-05-13 04:11:53,Sedan,11.7,196.48,Ola Money,Completed,
BK004866,CUST00241,DRV0163,Delhi,2025-08-23 16:55:20,Prime SUV,3.4,100.57,UPI,Completed,
BK004867,CUST01338,DRV0060,Mumbai,2025-01-05 14:07:06,Mini,3.5,56.89,Debit Card,Completed,
BK004868,CUST01222,DRV0070,Mumbai,2025-08-21 23:07:13,Auto,1.5,43.55,UPI,Completed,
BK004869,CUST00294,DRV0165,Chennai,2025-11-24 17:12:00,Prime SUV,3.4,97.41,Credit Card,Completed,
BK004870,CUST01233,DRV0154,Mumbai,2025-04-01 09:37:08,Prime SUV,2.4,73.0,Ola Money,Completed,
BK004871,CUST00699,DRV0236,Chennai,2025-06-20 18:11:59,Prime SUV,4.0,112.88,Cash,Completed,
BK004872,CUST01050,DRV0289,Mumbai,2025-03-01 00:00:42,Bike,9.6,76.67,Debit Card,Completed,
BK004873,CUST00064,DRV0137,Bengaluru,2025-01-23 21:21:33,Sedan,4.6,0.0,,Cancelled by Customer,Price too high
BK004874,CUST01760,DRV0158,Mumbai,2025-04-22 04:15:44,Sedan,5.3,0.0,,No Driver Found,
BK004875,CUST00643,DRV0170,Bengaluru,2025-07-18 00:42:40,Prime SUV,5.6,0.0,,Cancelled by Customer,Driver took too long
BK004876,CUST00608,DRV0223,Bengaluru,2025-09-05 01:52:25,Sedan,5.9,106.25,Debit Card,Completed,
BK004877,CUST01063,DRV0070,Bengaluru,2025-07-04 21:06:25,Auto,5.9,84.64,Ola Money,Completed,
BK004878,CUST01449,DRV0324,Pune,2025-07-31 04:16:23,Mini,3.6,52.76,Debit Card,Completed,
BK004879,CUST00801,DRV0323,Mumbai,2025-08-31 14:16:47,Auto,8.1,92.1,Cash,Completed,
BK004880,CUST00619,DRV0050,Mumbai,2025-12-11 12:46:58,Mini,2.1,45.65,Debit Card,Completed,
BK004881,CUST00730,DRV0288,Mumbai,2025-10-17 16:35:57,Mini,5.5,75.05,Debit Card,Completed,
BK004882,CUST01146,DRV0162,Chennai,2025-04-18 10:46:42,Bike,3.2,44.41,UPI,Completed,
BK004883,CUST00299,DRV0125,Delhi,2025-04-15 21:06:57,Mini,9.3,112.61,Ola Money,Completed,
BK004884,CUST01610,DRV0029,Bengaluru,2025-09-28 12:42:07,Bike,3.8,55.05,Ola Money,Completed,
BK004885,CUST00926,DRV0209,Bengaluru,2025-07-14 21:29:09,Prime SUV,3.1,90.77,Ola Money,Completed,
BK004886,CUST00594,DRV0037,Pune,2025-02-04 07:57:17,Bike,3.7,0.0,,Cancelled by Driver,Personal emergency
BK004887,CUST00972,DRV0173,Delhi,2025-01-18 22:44:53,Mini,2.5,60.53,Ola Money,Completed,
BK004888,CUST00924,DRV0043,Hyderabad,2025-08-22 15:59:04,Prime SUV,1.3,52.58,Credit Card,Completed,
BK004889,CUST01070,DRV0166,Hyderabad,2025-10-19 20:34:15,Sedan,1.3,54.99,Ola Money,Completed,
BK004890,CUST00010,DRV0222,Pune,2025-04-25 18:05:43,Sedan,3.6,74.45,Ola Money,Completed,
BK004891,CUST00896,DRV0270,Hyderabad,2025-02-05 03:06:33,Prime SUV,5.0,106.66,Credit Card,Completed,
BK004892,CUST00709,DRV0011,Chennai,2025-07-03 04:29:08,Auto,2.8,39.1,Credit Card,Completed,
BK004893,CUST00415,DRV0090,Hyderabad,2025-04-06 01:10:57,Auto,11.0,0.0,,Cancelled by Driver,Long pickup distance
BK004894,CUST01659,DRV0243,Bengaluru,2025-05-28 07:20:39,Mini,8.5,108.42,Credit Card,Completed,
BK004895,CUST01465,DRV0246,Hyderabad,2025-01-27 05:12:36,Prime SUV,3.7,86.77,Credit Card,Completed,
BK004896,CUST00068,DRV0023,Pune,2025-05-10 10:11:30,Sedan,5.7,0.0,,Cancelled by Customer,Found alternate ride
BK004897,CUST01756,DRV0338,Chennai,2025-07-13 20:36:26,Mini,7.3,119.85,Credit Card,Completed,
BK004898,CUST00987,DRV0308,Chennai,2025-12-15 00:05:02,Sedan,3.1,65.36,Credit Card,Completed,
BK004899,CUST00173,DRV0150,Chennai,2025-04-08 12:24:58,Sedan,8.2,0.0,,Cancelled by Customer,Changed plans
BK004900,CUST00790,DRV0283,Bengaluru,2025-03-13 21:48:04,Bike,2.2,32.37,Cash,Completed,
BK004901,CUST00039,DRV0164,Delhi,2025-05-05 17:33:48,Sedan,13.0,213.46,Ola Money,Completed,
BK004902,CUST00609,DRV0110,Delhi,2025-05-16 09:14:27,Auto,1.4,0.0,,Cancelled by Customer,Changed plans
BK004903,CUST00525,DRV0040,Pune,2025-05-28 19:21:32,Prime SUV,3.4,0.0,,Cancelled by Driver,Long pickup distance
BK004904,CUST01447,DRV0306,Bengaluru,2025-02-24 04:14:23,Bike,5.9,74.26,Debit Card,Completed,
BK004905,CUST01536,DRV0206,Hyderabad,2025-01-06 09:19:04,Sedan,3.5,64.0,Cash,Completed,
BK004906,CUST00067,DRV0110,Pune,2025-03-15 19:16:30,Auto,1.2,44.86,Ola Money,Completed,
BK004907,CUST00558,DRV0298,Bengaluru,2025-07-30 11:01:13,Prime SUV,5.1,136.02,UPI,Completed,
BK004908,CUST00527,DRV0322,Bengaluru,2025-09-03 20:17:04,Prime SUV,4.3,0.0,,Cancelled by Driver,Personal emergency
BK004909,CUST01117,DRV0153,Bengaluru,2025-10-06 14:27:00,Auto,1.2,21.62,Credit Card,Completed,
BK004910,CUST00715,DRV0093,Bengaluru,2025-10-30 04:44:07,Auto,1.9,32.16,UPI,Completed,
BK004911,CUST00924,DRV0226,Hyderabad,2025-09-04 01:14:40,Prime SUV,6.5,160.56,Cash,Completed,
BK004912,CUST00904,DRV0222,Pune,2025-10-14 14:36:37,Sedan,2.4,0.0,,Cancelled by Driver,Long pickup distance
BK004913,CUST01454,DRV0114,Delhi,2025-10-04 17:11:02,Prime SUV,4.3,108.68,Credit Card,Completed,
BK004914,CUST00338,DRV0045,Hyderabad,2025-09-23 18:05:51,Auto,3.6,0.0,,Cancelled by Customer,Found alternate ride
BK004915,CUST01304,DRV0252,Bengaluru,2025-05-09 05:44:04,Bike,4.1,58.77,Ola Money,Completed,
BK004916,CUST01371,DRV0043,Delhi,2025-03-30 20:58:53,Prime SUV,3.6,102.92,Debit Card,Completed,
BK004917,CUST01283,DRV0095,Bengaluru,2025-07-20 11:16:34,Sedan,12.1,188.41,Credit Card,Completed,
BK004918,CUST00641,DRV0220,Mumbai,2025-04-10 06:39:13,Bike,6.2,63.46,Ola Money,Completed,
BK004919,CUST00536,DRV0007,Delhi,2025-01-03 00:42:20,Mini,5.0,74.73,Credit Card,Completed,
BK004920,CUST00331,DRV0203,Mumbai,2025-09-27 17:45:19,Prime SUV,8.9,188.47,Credit Card,Completed,
BK004921,CUST01463,DRV0210,Pune,2025-01-11 05:21:25,Sedan,2.1,59.83,UPI,Completed,
BK004922,CUST01394,DRV0330,Mumbai,2025-02-12 17:48:27,Mini,8.5,114.33,Cash,Completed,
BK004923,CUST00873,DRV0068,Chennai,2025-02-04 14:30:12,Sedan,5.3,92.46,Credit Card,Completed,
BK004924,CUST01344,DRV0117,Delhi,2025-12-04 02:28:52,Auto,3.8,0.0,,Cancelled by Customer,Price too high
BK004925,CUST01738,DRV0182,Pune,2025-08-01 04:47:30,Auto,7.5,103.73,UPI,Completed,
BK004926,CUST00966,DRV0138,Mumbai,2025-02-20 12:56:37,Auto,13.8,139.33,Debit Card,Completed,
BK004927,CUST01108,DRV0057,Bengaluru,2025-08-18 09:12:23,Prime SUV,1.5,0.0,,Cancelled by Customer,Driver took too long
BK004928,CUST01647,DRV0238,Hyderabad,2025-07-23 02:01:01,Mini,6.7,0.0,,Cancelled by Driver,Vehicle issue
BK004929,CUST01731,DRV0284,Pune,2025-05-30 19:45:52,Auto,3.3,0.0,,Cancelled by Customer,Driver took too long
BK004930,CUST01747,DRV0095,Bengaluru,2025-01-07 20:51:26,Sedan,4.1,96.43,Ola Money,Completed,
BK004931,CUST00321,DRV0042,Chennai,2025-03-14 08:39:43,Bike,3.3,50.46,Debit Card,Completed,
BK004932,CUST00877,DRV0192,Hyderabad,2025-12-29 23:27:24,Bike,1.7,20.51,UPI,Completed,
BK004933,CUST01540,DRV0058,Hyderabad,2025-05-13 12:13:04,Auto,5.6,73.76,Credit Card,Completed,
BK004934,CUST00258,DRV0174,Mumbai,2025-03-10 14:36:43,Sedan,2.9,65.16,Debit Card,Completed,
BK004935,CUST01674,DRV0215,Chennai,2025-06-25 18:12:37,Bike,1.6,40.71,Ola Money,Completed,
BK004936,CUST00550,DRV0059,Mumbai,2025-01-04 03:28:57,Auto,8.1,93.85,Debit Card,Completed,
BK004937,CUST01443,DRV0268,Hyderabad,2025-08-10 18:04:17,Prime SUV,1.6,0.0,,Cancelled by Customer,Price too high
BK004938,CUST00750,DRV0062,Bengaluru,2025-12-09 04:48:52,Prime SUV,1.5,39.33,UPI,Completed,
BK004939,CUST00306,DRV0061,Hyderabad,2025-10-20 04:45:30,Prime SUV,3.7,0.0,,Cancelled by Customer,Driver took too long
BK004940,CUST01042,DRV0047,Bengaluru,2025-10-09 12:50:46,Bike,3.9,37.19,Credit Card,Completed,
BK004941,CUST01402,DRV0182,Bengaluru,2025-10-17 16:22:57,Auto,9.3,0.0,,Cancelled by Customer,App issue
BK004942,CUST01188,DRV0069,Bengaluru,2025-11-28 07:11:53,Auto,6.1,87.52,Debit Card,Completed,
BK004943,CUST00741,DRV0201,Delhi,2025-03-24 21:36:16,Sedan,4.7,103.08,Cash,Completed,
BK004944,CUST01283,DRV0348,Bengaluru,2025-06-15 04:32:49,Bike,10.3,0.0,,Cancelled by Customer,App issue
BK004945,CUST01061,DRV0170,Mumbai,2025-11-27 16:09:07,Prime SUV,10.2,206.3,UPI,Completed,
BK004946,CUST00255,DRV0225,Chennai,2025-08-27 12:10:10,Sedan,2.6,71.31,UPI,Completed,
BK004947,CUST01680,DRV0345,Chennai,2025-06-08 06:40:54,Auto,7.8,0.0,,Cancelled by Customer,Driver took too long
BK004948,CUST00806,DRV0076,Pune,2025-10-26 15:00:07,Prime SUV,3.3,77.45,Debit Card,Completed,
BK004949,CUST01406,DRV0073,Chennai,2025-02-10 18:49:41,Prime SUV,2.7,89.07,UPI,Completed,
BK004950,CUST00947,DRV0125,Chennai,2025-04-02 10:56:11,Mini,5.7,0.0,,Cancelled by Driver,Personal emergency
BK004951,CUST01713,DRV0076,Delhi,2025-08-19 08:34:45,Prime SUV,9.3,209.49,Ola Money,Completed,
BK004952,CUST00338,DRV0116,Hyderabad,2025-09-03 06:15:24,Prime SUV,3.7,106.76,Credit Card,Completed,
BK004953,CUST00089,DRV0042,Bengaluru,2025-11-22 11:07:50,Bike,4.4,0.0,,Cancelled by Customer,Changed plans
BK004954,CUST01358,DRV0132,Mumbai,2025-11-15 16:50:12,Mini,4.1,70.67,Ola Money,Completed,
BK004955,CUST01491,DRV0121,Chennai,2025-07-05 17:21:02,Sedan,9.8,0.0,,Cancelled by Driver,Vehicle issue
BK004956,CUST01606,DRV0021,Chennai,2025-04-25 18:52:44,Sedan,3.5,85.0,Credit Card,Completed,
BK004957,CUST00853,DRV0272,Bengaluru,2025-11-11 20:48:08,Auto,0.8,0.0,,Cancelled by Customer,Changed plans
BK004958,CUST00340,DRV0346,Chennai,2025-10-01 23:33:59,Bike,2.9,27.96,Cash,Completed,
BK004959,CUST01064,DRV0129,Delhi,2025-08-30 21:09:36,Auto,13.8,0.0,,Cancelled by Driver,Customer not reachable
BK004960,CUST00616,DRV0305,Pune,2025-01-26 20:39:59,Bike,2.1,31.21,Ola Money,Completed,
BK004961,CUST00423,DRV0105,Mumbai,2025-12-24 12:54:03,Mini,8.1,113.59,Credit Card,Completed,
BK004962,CUST00803,DRV0298,Bengaluru,2025-05-28 06:06:32,Prime SUV,1.5,50.67,Credit Card,Completed,
BK004963,CUST00229,DRV0055,Delhi,2025-03-06 13:19:28,Prime SUV,17.2,344.65,UPI,Completed,
BK004964,CUST01311,DRV0034,Hyderabad,2025-04-24 15:01:19,Sedan,0.8,44.66,Debit Card,Completed,
BK004965,CUST01467,DRV0308,Pune,2025-02-13 09:46:23,Sedan,1.0,51.69,UPI,Completed,
BK004966,CUST01042,DRV0228,Bengaluru,2025-02-21 12:05:27,Mini,2.2,38.65,UPI,Completed,
BK004967,CUST00315,DRV0291,Mumbai,2025-08-24 06:42:42,Prime SUV,7.5,177.09,UPI,Completed,
BK004968,CUST01122,DRV0333,Chennai,2025-05-13 17:53:21,Prime SUV,9.5,219.3,Debit Card,Completed,
BK004969,CUST00387,DRV0315,Chennai,2025-01-07 00:25:10,Mini,6.7,102.72,Credit Card,Completed,
BK004970,CUST01400,DRV0149,Pune,2025-11-09 08:06:39,Mini,11.1,138.62,Debit Card,Completed,
BK004971,CUST00449,DRV0332,Delhi,2025-05-20 16:19:29,Bike,3.2,53.23,Debit Card,Completed,
BK004972,CUST00653,DRV0150,Pune,2025-10-03 23:12:21,Sedan,10.2,0.0,,Cancelled by Customer,Changed plans
BK004973,CUST01559,DRV0233,Delhi,2025-11-12 15:11:30,Sedan,0.8,0.0,,Cancelled by Driver,Personal emergency
BK004974,CUST00490,DRV0154,Chennai,2025-09-02 03:00:02,Prime SUV,10.9,246.59,Debit Card,Completed,
BK004975,CUST00986,DRV0187,Delhi,2025-01-11 06:08:46,Bike,4.2,40.18,Credit Card,Completed,
