review_id,booking_id,customer_id,driver_id,review_text,star_rating,review_date
REV001498,BK003454,CUST01726,DRV0208,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-11-02 10:41:29
REV001499,BK003455,CUST00663,DRV0292,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-06-04 16:40:20
REV001500,BK003456,CUST01719,DRV0065,AC wasn't working properly but driver was courteous. Fare was reasonable for 8.3km.,4,2025-10-21 05:15:34
REV001501,BK003457,CUST01602,DRV0038,"Excellent service, driver helped with my luggage and was very professional.",4,2025-06-29 02:00:21
REV001502,BK003461,CUST00363,DRV0338,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-05-27 20:57:45
REV001503,BK003463,CUST00655,DRV0318,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-27 16:34:42
REV001504,BK003466,CUST01618,DRV0029,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-06-28 19:32:47
REV001505,BK003468,CUST01330,DRV0105,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-02-17 20:53:13
REV001506,BK003470,CUST00031,DRV0137,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-11-12 22:52:30
REV001507,BK003472,CUST00110,DRV0256,AC wasn't working properly but driver was courteous. Fare was reasonable for 9.6km.,4,2025-10-31 06:31:58
REV001508,BK003476,CUST01167,DRV0183,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-02-23 01:32:06
REV001509,BK003479,CUST01261,DRV0317,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-12-26 02:55:29
REV001510,BK003480,CUST00260,DRV0261,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-04-28 15:57:46
REV001511,BK003484,CUST00694,DRV0160,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.8km.,3,2025-02-23 02:11:09
REV001512,BK003486,CUST01272,DRV0060,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-05-15 04:58:17
REV001513,BK003488,CUST00525,DRV0064,"Excellent service, driver helped with my luggage and was very professional.",4,2025-12-31 07:15:41
REV001514,BK003494,CUST00655,DRV0238,Driver Manbir was very polite and the Mini was clean. Reached on time despite traffic near Mumbai.,5,2025-03-28 05:23:22
REV001515,BK003497,CUST00181,DRV0347,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-03-30 08:40:26
REV001516,BK003498,CUST00192,DRV0014,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-03-12 00:43:42
REV001517,BK003502,CUST01219,DRV0320,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-23 19:17:04
REV001518,BK003504,CUST01306,DRV0116,"Excellent service, driver helped with my luggage and was very professional.",5,2025-03-29 04:55:05
REV001519,BK003507,CUST01083,DRV0039,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-10-20 16:52:36
REV001520,BK003513,CUST01381,DRV0218,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.7km.,4,2025-04-23 12:56:32
REV001521,BK003516,CUST01253,DRV0300,Driver Samaksh was very polite and the Auto was clean. Reached on time despite traffic near Hyderabad.,4,2025-08-03 02:46:27
REV001522,BK003518,CUST01465,DRV0233,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-18 17:13:06
REV001523,BK003520,CUST01403,DRV0252,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-01-06 14:32:10
REV001524,BK003521,CUST01605,DRV0349,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.4km.,3,2025-04-14 04:52:49
REV001525,BK003523,CUST01160,DRV0304,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-04-13 16:56:27
REV001526,BK003525,CUST00907,DRV0237,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-03-13 14:17:00
REV001527,BK003531,CUST00010,DRV0304,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.6km.,3,2025-08-31 18:56:04
REV001528,BK003533,CUST00647,DRV0074,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-11-15 07:24:34
REV001529,BK003534,CUST00344,DRV0023,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-01-23 04:08:31
REV001530,BK003537,CUST01426,DRV0263,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-09-15 00:09:10
REV001531,BK003538,CUST01639,DRV0030,good good good,5,2025-03-26 19:04:06
REV001532,BK003540,CUST00158,DRV0295,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-10-19 03:30:34
REV001533,BK003541,CUST01301,DRV0062,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-09-22 19:47:48
REV001534,BK003544,CUST00895,DRV0319,"Excellent service, driver helped with my luggage and was very professional.",5,2025-02-17 18:13:44
REV001535,BK003545,CUST00542,DRV0097,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-11-06 00:34:57
REV001536,BK003547,CUST00484,DRV0262,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-06-06 22:47:38
REV001537,BK003553,CUST00509,DRV0246,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-07-10 22:59:52
REV001538,BK003555,CUST01565,DRV0244,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-03-18 17:29:10
REV001539,BK003556,CUST01713,DRV0247,"Excellent service, driver helped with my luggage and was very professional.",5,2025-02-28 00:24:13
REV001540,BK003558,CUST01124,DRV0347,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-01-12 05:33:38
REV001541,BK003560,CUST00821,DRV0336,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-17 17:43:17
REV001542,BK003561,CUST01434,DRV0301,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-19 19:59:05
REV001543,BK003563,CUST00642,DRV0232,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-10-08 10:56:18
REV001544,BK003566,CUST00033,DRV0024,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-06-19 16:56:17
REV001545,BK003567,CUST00341,DRV0263,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-01-24 15:05:52
REV001546,BK003568,CUST01212,DRV0197,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.2km.,3,2025-04-16 13:05:35
REV001547,BK003569,CUST00237,DRV0215,best app best driver,5,2025-12-23 22:29:51
REV001548,BK003572,CUST00002,DRV0259,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-12-24 14:34:51
REV001549,BK003574,CUST00509,DRV0321,Driver Chaitanya was very polite and the Prime SUV was clean. Reached on time despite traffic near Bengaluru.,5,2025-01-17 07:49:23
REV001550,BK003576,CUST00508,DRV0338,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-31 16:58:40
REV001551,BK003578,CUST00051,DRV0205,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-10-02 10:48:57
REV001552,BK003579,CUST00805,DRV0079,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-12-28 08:45:17
REV001553,BK003584,CUST01650,DRV0321,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-02-16 08:38:37
REV001554,BK003587,CUST00887,DRV0252,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.3km.,4,2025-11-04 10:32:24
REV001555,BK003588,CUST01347,DRV0113,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-08-14 10:54:44
REV001556,BK003589,CUST00217,DRV0269,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.6km.,4,2025-09-30 14:54:46
REV001557,BK003590,CUST01034,DRV0005,Driver Ubika was very polite and the Auto was clean. Reached on time despite traffic near Bengaluru.,4,2025-09-21 03:07:09
REV001558,BK003591,CUST01113,DRV0245,"Excellent service, driver helped with my luggage and was very professional.",4,2025-12-25 22:20:28
REV001559,BK003592,CUST00437,DRV0235,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-29 10:36:58
REV001560,BK003593,CUST01724,DRV0239,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-07-19 15:05:01
REV001561,BK003596,CUST00237,DRV0129,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-12-04 09:10:01
REV001562,BK003598,CUST00487,DRV0198,"Excellent service, driver helped with my luggage and was very professional.",5,2025-03-02 03:19:44
REV001563,BK003599,CUST01434,DRV0276,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-02 21:58:01
REV001564,BK003600,CUST00755,DRV0253,"Excellent service, driver helped with my luggage and was very professional.",4,2025-04-17 01:07:54
REV001565,BK003601,CUST00942,DRV0176,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-11-25 19:23:17
REV001566,BK003606,CUST01658,DRV0017,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-02-16 02:44:24
REV001567,BK003608,CUST00167,DRV0276,Driver Megha was very polite and the Auto was clean. Reached on time despite traffic near Mumbai.,4,2025-02-27 16:14:37
REV001568,BK003609,CUST00061,DRV0050,"Excellent service, driver helped with my luggage and was very professional.",4,2025-01-09 09:17:48
REV001569,BK003613,CUST01588,DRV0253,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-11-26 11:12:51
REV001570,BK003614,CUST00955,DRV0112,AC wasn't working properly but driver was courteous. Fare was reasonable for 6.3km.,3,2025-01-05 19:57:26
REV001571,BK003615,CUST00609,DRV0208,Driver Banjeet was very polite and the Auto was clean. Reached on time despite traffic near Delhi.,5,2025-12-07 04:56:52
REV001572,BK003616,CUST00736,DRV0255,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-23 09:50:54
REV001573,BK003620,CUST01790,DRV0165,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-09 13:41:28
REV001574,BK003621,CUST01702,DRV0190,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-01-23 21:48:48
REV001575,BK003629,CUST01608,DRV0033,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-18 14:15:29
REV001576,BK003631,CUST00002,DRV0047,AC wasn't working properly but driver was courteous. Fare was reasonable for 7.3km.,3,2025-03-11 05:50:18
REV001577,BK003633,CUST01750,DRV0164,nice nice nice nice nice,4,2025-03-08 08:24:12
REV001578,BK003634,CUST00281,DRV0148,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-10-20 05:14:28
REV001579,BK003639,CUST00434,DRV0314,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-04-07 05:33:00
REV001580,BK003643,CUST00814,DRV0272,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-11-04 02:04:53
REV001581,BK003644,CUST01773,DRV0017,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-17 10:09:39
REV001582,BK003646,CUST00203,DRV0147,ok ok,5,2025-11-13 22:27:06
REV001583,BK003649,CUST00474,DRV0085,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-09-11 12:42:06
REV001584,BK003650,CUST01214,DRV0257,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-31 00:49:13
REV001585,BK003659,CUST01616,DRV0095,Amazing super excellent service best in class wow!!!,5,2025-08-19 16:24:59
REV001586,BK003662,CUST00232,DRV0206,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-05-13 19:23:16
REV001587,BK003663,CUST01368,DRV0309,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-12-04 04:04:10
REV001588,BK003664,CUST01089,DRV0174,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-02-20 02:27:48
REV001589,BK003666,CUST01770,DRV0322,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-06-30 15:15:40
REV001590,BK003668,CUST01129,DRV0204,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.0km.,3,2025-11-17 01:15:23
REV001591,BK003669,CUST01334,DRV0167,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-09-23 14:37:55
REV001592,BK003672,CUST00978,DRV0341,ok ok,5,2025-09-11 00:42:05
REV001593,BK003673,CUST01797,DRV0334,Driver Jack was very polite and the Bike was clean. Reached on time despite traffic near Pune.,5,2025-08-02 11:41:05
REV001594,BK003687,CUST00867,DRV0322,Driver Wahab was very polite and the Prime SUV was clean. Reached on time despite traffic near Pune.,5,2025-03-18 13:29:18
REV001595,BK003688,CUST00584,DRV0272,"Excellent service, driver helped with my luggage and was very professional.",5,2025-10-31 09:55:50
REV001596,BK003690,CUST01441,DRV0127,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-07-24 13:08:49
REV001597,BK003691,CUST01367,DRV0260,Driver Peter was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,4,2025-12-06 08:11:42
REV001598,BK003696,CUST00362,DRV0201,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-16 09:28:03
REV001599,BK003701,CUST01024,DRV0117,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",4,2025-07-20 12:47:00
REV001600,BK003703,CUST00677,DRV0272,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.2km.,3,2025-05-06 06:47:21
REV001601,BK003709,CUST01267,DRV0270,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-17 15:18:46
REV001602,BK003713,CUST01351,DRV0105,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-01-03 05:13:38
REV001603,BK003716,CUST01083,DRV0032,Driver Yatan was very polite and the Sedan was clean. Reached on time despite traffic near Bengaluru.,5,2025-01-26 11:02:18
REV001604,BK003721,CUST00320,DRV0036,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-01-25 01:34:02
REV001605,BK003723,CUST00297,DRV0081,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-05-16 22:20:29
REV001606,BK003725,CUST00997,DRV0223,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-02-28 09:54:57
REV001607,BK003732,CUST00115,DRV0339,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.1km.,3,2025-11-03 00:10:24
REV001608,BK003737,CUST00360,DRV0193,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-08-05 23:04:49
REV001609,BK003738,CUST00249,DRV0013,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-01-07 19:47:20
REV001610,BK003739,CUST00104,DRV0031,Driver Brinda was very polite and the Bike was clean. Reached on time despite traffic near Mumbai.,5,2025-07-27 13:35:01
REV001611,BK003742,CUST00015,DRV0166,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-08-07 05:05:49
REV001612,BK003743,CUST01215,DRV0026,"Excellent service, driver helped with my luggage and was very professional.",4,2025-06-29 11:10:17
REV001613,BK003745,CUST01342,DRV0155,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-06-19 02:11:56
REV001614,BK003747,CUST01710,DRV0287,"Excellent service, driver helped with my luggage and was very professional.",4,2025-12-23 13:01:21
REV001615,BK003748,CUST00596,DRV0155,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.8km.,4,2025-03-07 14:51:00
REV001616,BK003750,CUST00831,DRV0020,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-07-28 17:08:38
REV001617,BK003751,CUST00360,DRV0266,Visit www.bestdeals-ride.com for discount codes!!!,5,2025-10-11 23:33:28
REV001618,BK003752,CUST00266,DRV0341,Driver Janaki was very polite and the Prime SUV was clean. Reached on time despite traffic near Chennai.,5,2025-09-12 11:36:22
REV001619,BK003758,CUST00407,DRV0300,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-12-21 04:58:48
REV001620,BK003759,CUST01547,DRV0027,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-19 00:35:24
REV001621,BK003762,CUST01197,DRV0108,"Excellent service, driver helped with my luggage and was very professional.",5,2025-07-13 02:28:32
REV001622,BK003765,CUST01419,DRV0286,nice,1,2025-03-12 08:40:34
REV001623,BK003768,CUST00840,DRV0331,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-09-12 09:34:13
REV001624,BK003774,CUST01215,DRV0216,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-07 20:46:16
REV001625,BK003776,CUST01162,DRV0272,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.0km.,3,2025-08-29 20:56:58
REV001626,BK003780,CUST00014,DRV0081,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.4km.,3,2025-06-22 16:22:05
REV001627,BK003781,CUST01105,DRV0293,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-03-13 18:56:38
REV001628,BK003783,CUST00161,DRV0226,Driver Wriddhish was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,4,2025-03-11 12:03:39
REV001629,BK003784,CUST01164,DRV0228,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-09-01 02:21:20
REV001630,BK003787,CUST00543,DRV0298,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-04-10 05:30:31
REV001631,BK003788,CUST00295,DRV0172,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-05-16 06:59:12
REV001632,BK003789,CUST00104,DRV0117,Driver Ishaan was very polite and the Auto was clean. Reached on time despite traffic near Mumbai.,4,2025-05-18 12:28:15
REV001633,BK003791,CUST01183,DRV0231,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.2km.,3,2025-12-25 13:46:47
REV001634,BK003795,CUST01253,DRV0270,"Excellent service, driver helped with my luggage and was very professional.",5,2025-05-27 08:44:38
REV001635,BK003796,CUST00938,DRV0338,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-08-02 18:53:35
REV001636,BK003797,CUST01154,DRV0054,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-11-01 06:21:59
REV001637,BK003800,CUST00082,DRV0036,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-04-27 13:09:21
REV001638,BK003804,CUST01534,DRV0150,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-24 21:28:46
REV001639,BK003806,CUST00662,DRV0017,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-04-17 15:23:35
REV001640,BK003815,CUST00524,DRV0026,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-10-06 20:09:39
REV001641,BK003816,CUST01756,DRV0106,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-07-17 20:35:30
REV001642,BK003817,CUST00138,DRV0125,Visit www.bestdeals-ride.com for discount codes!!!,1,2025-07-03 14:36:06
REV001643,BK003821,CUST00859,DRV0338,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-08-10 06:59:52
REV001644,BK003824,CUST01697,DRV0264,"Excellent service, driver helped with my luggage and was very professional.",4,2025-07-16 20:50:55
REV001645,BK003825,CUST00501,DRV0178,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-05-12 14:00:54
REV001646,BK003826,CUST00820,DRV0268,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-11-11 02:11:46
REV001647,BK003827,CUST00397,DRV0058,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-04-15 07:16:14
REV001648,BK003830,CUST01276,DRV0260,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-04-10 21:39:34
REV001649,BK003832,CUST00113,DRV0209,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-01-24 23:06:58
REV001650,BK003833,CUST00417,DRV0273,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-26 12:06:24
REV001651,BK003837,CUST00524,DRV0080,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-06-22 10:33:55
REV001652,BK003839,CUST01673,DRV0047,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-01-22 17:53:42
REV001653,BK003840,CUST00806,DRV0245,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-21 13:55:06
REV001654,BK003841,CUST01183,DRV0050,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-10-23 11:43:07
REV001655,BK003843,CUST00049,DRV0024,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-11-19 20:58:13
REV001656,BK003844,CUST01611,DRV0331,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-01 17:08:16
REV001657,BK003846,CUST01643,DRV0144,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-09-30 05:51:44
REV001658,BK003847,CUST00940,DRV0289,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-05-26 18:13:42
REV001659,BK003848,CUST00742,DRV0004,Call 9876543210 for direct booking and skip the app fees,5,2025-06-09 23:35:28
REV001660,BK003849,CUST01284,DRV0191,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-09 09:44:31
REV001661,BK003851,CUST00621,DRV0016,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-02-05 23:41:43
REV001662,BK003852,CUST01338,DRV0333,Driver Ayushman was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,4,2025-03-24 16:20:06
REV001663,BK003855,CUST01172,DRV0293,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-08-05 20:47:43
REV001664,BK003856,CUST00292,DRV0116,good service,5,2025-08-09 20:08:00
REV001665,BK003857,CUST00767,DRV0212,AC wasn't working properly but driver was courteous. Fare was reasonable for 14.1km.,3,2025-07-14 02:40:19
REV001666,BK003858,CUST01005,DRV0148,Driver Rachana was very polite and the Bike was clean. Reached on time despite traffic near Mumbai.,4,2025-09-05 14:39:03
REV001667,BK003861,CUST00107,DRV0026,"Excellent service, driver helped with my luggage and was very professional.",4,2025-07-10 11:21:34
REV001668,BK003862,CUST01770,DRV0106,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-08-29 18:41:34
REV001669,BK003864,CUST01430,DRV0223,"Excellent service, driver helped with my luggage and was very professional.",5,2025-11-16 13:58:46
REV001670,BK003865,CUST01238,DRV0289,"Excellent service, driver helped with my luggage and was very professional.",5,2025-03-21 04:34:36
REV001671,BK003867,CUST00467,DRV0219,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-01-15 15:30:57
REV001672,BK003869,CUST01341,DRV0168,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-06-11 14:55:47
REV001673,BK003871,CUST01387,DRV0126,nice,5,2025-10-27 00:45:31
REV001674,BK003872,CUST01264,DRV0194,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-08-05 01:04:24
REV001675,BK003873,CUST01601,DRV0254,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-02-11 16:49:47
REV001676,BK003875,CUST00579,DRV0142,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-06-15 18:59:24
REV001677,BK003876,CUST01578,DRV0196,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-07-10 20:33:57
REV001678,BK003877,CUST00489,DRV0270,Driver Tanvi was very polite and the Prime SUV was clean. Reached on time despite traffic near Pune.,5,2025-03-28 06:44:42
REV001679,BK003879,CUST00762,DRV0152,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-03-22 06:36:54
REV001680,BK003885,CUST01632,DRV0109,Driver Ekanta was very polite and the Auto was clean. Reached on time despite traffic near Chennai.,5,2025-01-19 06:18:41
REV001681,BK003889,CUST01113,DRV0166,nice,5,2025-05-07 06:30:42
REV001682,BK003890,CUST01129,DRV0306,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",4,2025-09-21 21:21:42
REV001683,BK003891,CUST01150,DRV0276,Driver Rushil was very polite and the Auto was clean. Reached on time despite traffic near Pune.,5,2025-04-09 21:19:04
REV001684,BK003892,CUST00811,DRV0274,Driver Benjamin was very polite and the Mini was clean. Reached on time despite traffic near Pune.,4,2025-08-17 01:35:49
REV001685,BK003894,CUST01239,DRV0332,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-14 15:11:30
REV001686,BK003897,CUST01170,DRV0194,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-10 03:23:07
REV001687,BK003901,CUST00746,DRV0139,Driver Raghav was very polite and the Auto was clean. Reached on time despite traffic near Bengaluru.,4,2025-02-28 15:48:26
REV001688,BK003902,CUST01022,DRV0295,best app best driver,5,2025-11-05 12:43:04
REV001689,BK003903,CUST00620,DRV0180,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-08-20 12:29:50
REV001690,BK003905,CUST01554,DRV0241,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-07-04 04:31:22
REV001691,BK003906,CUST00963,DRV0102,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-10-22 17:41:02
REV001692,BK003908,CUST00449,DRV0198,"Excellent service, driver helped with my luggage and was very professional.",4,2025-08-11 10:56:04
REV001693,BK003909,CUST00332,DRV0192,Driver Hamsini was very polite and the Bike was clean. Reached on time despite traffic near Delhi.,5,2025-04-24 10:09:13
REV001694,BK003912,CUST00871,DRV0183,nice,4,2025-07-22 02:22:22
REV001695,BK003913,CUST00181,DRV0291,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-12 21:34:07
REV001696,BK003915,CUST01758,DRV0277,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-04-28 12:15:06
REV001697,BK003916,CUST00929,DRV0195,Driver Divya was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,5,2025-02-06 07:01:28
REV001698,BK003920,CUST00749,DRV0145,Visit www.bestdeals-ride.com for discount codes!!!,5,2025-11-22 14:50:12
REV001699,BK003923,CUST01670,DRV0015,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-03-27 08:48:02
REV001700,BK003927,CUST00108,DRV0283,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-04-17 05:43:32
REV001701,BK003929,CUST00764,DRV0232,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-15 09:02:38
REV001702,BK003930,CUST00052,DRV0336,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-01-17 22:56:24
REV001703,BK003931,CUST01017,DRV0312,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-03-02 09:18:35
REV001704,BK003932,CUST01429,DRV0315,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-25 10:28:56
REV001705,BK003933,CUST01778,DRV0070,Driver Urvashi was very polite and the Auto was clean. Reached on time despite traffic near Chennai.,4,2025-08-01 00:51:22
REV001706,BK003936,CUST01272,DRV0228,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-19 12:20:41
REV001707,BK003940,CUST01036,DRV0206,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-07-26 18:22:47
REV001708,BK003942,CUST01325,DRV0300,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-06-06 20:23:52
REV001709,BK003943,CUST00015,DRV0244,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-03-14 23:43:20
